"z_id","address","lat","long","price","saledate","pricepersqft","beds","baths","sqft","acres","yr_built"
"zpid_92298008","42-Severance-Grn-UNIT-306-Colchester-VT-05446",44.5493,-73.1702,175900,"3/23/16",172,2,2,NA,NA,NA
"zpid_94938379","5592-Vt-Route-12a-Braintree-VT-05060",43.976168,-72.749392,24500,"3/23/16",21,3,1,1152,1,1972
"zpid_94976124","148-Victory-Cir-White-River-Junction-VT-05001",43.655399,-72.320538,159900,"3/23/16",155,3,1,1026,0.3,1956
"zpid_12653671","230-College-St-APT-2-Burlington-VT-05401",44.477188,-73.210905,284200,"3/23/16",269,2,2,1056,NA,1955
"zpid_92276545","230-College-St-APT-2-Burlington-VT-05401",44.477188,-73.210905,284200,"3/23/16",269,2,1,1056,NA,1955
"zpid_75430703","26-Lincoln-Ave-Saint-Albans-VT-05478",44.811394,-73.080282,194000,"3/23/16",69,4,2.5,2788,0.27,1840
"zpid_92278209","938-Pine-St-Burlington-VT-05401",44.452776,-73.214379,303000,"3/23/16",222,3,3,1364,760707770.705073,1913
"zpid_92298008","42-Severance-Grn-UNIT-306-Colchester-VT-05446",44.5493,-73.1702,175900,"3/23/16",172,2,2,NA,NA,NA
"zpid_92259523","87-Lyman-Ave-Burlington-VT-05401",44.453155,-73.213803,303000,"3/23/16",119,4,2.5,2538,0.000976248533016524,1998
"zpid_92276799","901-Lake-Rd-Milton-VT-05468",44.986367,-72.8993,296000,"3/23/16",NA,NA,NA,NA,NA,NA
"zpid_75420110","135-Webb-St-Bennington-VT-05201",42.877787,-73.182736,28000,"3/22/16",54,4,1,1380,944400730.759871,1900
"zpid_92043568","231-Sherwood-Cir-Brattleboro-VT-05301",42.863886,-72.621432,135000,"3/22/16",135,3,1,1000,0.34,1995
"zpid_75490157","202-Mountain-Vw-Chester-VT-05143",43.255669,-72.581988,95000,"3/22/16",85,4,1,1110,9437789460.55888,1945
"zpid_75457514","477-Old-Plymouth-Rd-Shrewsbury-VT-05738",43.530685,-72.817037,180000,"3/22/16",157,2,1.5,1140,1.6,1992
"zpid_12650527","170-Ethan-Allen-Pkwy-Burlington-VT-05408",44.508453,-73.241653,197000,"3/22/16",135,2,1,1450,485424605.875987,1958
"zpid_92274224","223-Eastview-Cir-Williston-VT-05495",44.477357,-73.11007,238000,"3/22/16",NA,NA,NA,NA,NA,NA
"zpid_92297673","170-Ethan-Allen-Pkwy-Burlington-VT-05408",44.508592,-73.241446,197000,"3/22/16",135,2,1,1450,485424605.875987,1958
"zpid_75416094","406-S-Bingham-St-Cornwall-VT-05753",43.937939,-73.2335,210000,"3/22/16",108,4,2,1940,2.18,1939
"zpid_75433085","665-Kittell-Rd-Sheldon-VT-05483",44.875369,-72.897649,163000,"3/22/16",111,3,1,1466,1.2,1997
"zpid_81623796","3112-Vt-Route-116-Starksboro-VT-05487",44.229359,-73.056829,215000,"3/22/16",NA,NA,NA,NA,1,NA
"zpid_81613351","4-Fonda-Ct-Swanton-VT-05488",44.874682,-73.09865,233000,"3/22/16",141,3,3,1648,1,2005
"zpid_92282720","440-Ledge-View-Dr-Huntington-VT-05462",44.330063,-72.994015,376000,"3/22/16",125,2,NA,3000,78.9,1985
"zpid_118030931","30-Meadow-Dr-Barre-VT-05641",44.216852,-72.520606,185000,"3/22/16",150,2,1,1232,1.9,2011
"zpid_75446678","122-Ryder-Rd-Corinth-VT-05039",44.011729,-72.350449,109330,"3/22/16",80,2,1,1352,5,1850
"zpid_92281722","44-Indigo-Ln-Essex-Junction-VT-05452",44.491041,-73.060217,362000,"3/22/16",NA,NA,NA,NA,NA,NA
"zpid_115795791","29-Hosmer-Brook-Dr-Groton-VT-05046",44.285546,-72.273472,349000,"3/21/16",115,3,2,3028,0.94,1950
"zpid_81615003","5075-Fairfield-Rd-East-Fairfield-VT-05448",44.739185,-72.948738,225500,"3/21/16",67,3,3,3352,2.12,2006
"zpid_2140641624","265-Landmark-Ln-Stowe-VT-05672",44.4841,-72.659,450000,"3/21/16",264,3,3,1700,NA,2013
"zpid_12648479","78-Barley-Rd-Burlington-VT-05408",44.517711,-73.25772,215000,"3/21/16",149,3,1,1440,714969260.375918,1975
"zpid_91994211","4-Hillside-St-North-Bennington-VT-05257",42.913993,-73.246801,172500,"3/21/16",NA,0,0,0,0.239990817263545,0
"zpid_92037049","37-Wildwood-Acres-Rd-Newfane-VT-05345",42.949332,-72.646932,142500,"3/21/16",114,3,1,1250,0.6,1985
"zpid_75418052","2190-S-Stream-Rd-Bennington-VT-05201",42.822651,-73.169298,375000,"3/21/16",180,4,3,2083,2.78,1969
"zpid_75487548","1361-County-Rd-Windsor-VT-05089",43.49827,-72.409402,112000,"3/21/16",74,3,1,1500,0.8,1940
"zpid_92022248","131-Killington-Ave-Rutland-VT-05701",43.606874,-72.959827,75000,"3/21/16",48,3,2,1539,0.54,1883
"zpid_92049860","230-Route-44-Windsor-VT-05089",43.468837,-72.405051,24000,"3/21/16",16,3,1,1440,0.5,1950
"zpid_111709666","51-Braeloch-Rd-Colchester-VT-05446",44.592227,-73.210184,195000,"3/21/16",NA,NA,NA,NA,3,NA
"zpid_92002790","74-Featherbed-Ln-South-Hero-VT-05486",44.645238,-73.268215,380000,"3/21/16",134,4,3,2823,1.8,1968
"zpid_75431339","19-Rugg-St-Saint-Albans-VT-05478",44.807184,-73.080391,130000,"3/21/16",80,3,1,1623,7153882006.24197,1900
"zpid_92000206","50-Nason-St-Saint-Albans-VT-05478",44.803905,-73.092805,164900,"3/21/16",NA,NA,NA,NA,0.73,NA
"zpid_92292364","294-Stonybrook-Dr-Williston-VT-05495",44.462419,-73.113777,280000,"3/21/16",116,3,2,2409,7401494694.71963,1987
"zpid_92296437","75-Colchester-Point-Rd-Colchester-VT-05446",44.546335,-73.271626,370000,"3/21/16",NA,NA,NA,NA,0.38,NA
"zpid_81614032","158-Tabor-Hill-Rd-Fairfax-VT-05454",44.704012,-72.971884,60000,"3/21/16",67,3,1.5,888,10.9,1969
"zpid_75433089","1583-Kittell-Rd-Enosburg-Falls-VT-05450",44.868782,-72.880159,37500,"3/21/16",26,3,1,1400,1,1900
"zpid_2101480757","42-Severance-Grn-UNIT-306-Colchester-VT-05446",44.529773,-73.174447,175900,"3/21/16",172,2,2,1020,NA,2007
"zpid_75472490","77-Marshfield-Rd-Plainfield-VT-05667",44.363533,-72.430716,155000,"3/21/16",NA,NA,NA,NA,0.6,NA
"zpid_123975883","1-Sienna-Ln-Essex-Junction-VT-05452",44.4855,-73.1055,295000,"3/21/16",207,2,2,1422,NA,2014
"zpid_123975942","7-Sienna-Ln-Essex-Junction-VT-05452",44.4855,-73.1055,295000,"3/21/16",147,3,3,2000,0.6,2014
"zpid_124572130","20-Harbor-View-Dr-Saint-Albans-VT-05478",44.791469,-73.095714,318000,"3/21/16",152,3,3,2087,0.44,2015
"zpid_124786504","18-N-Jefferson-Rd-South-Burlington-VT-05403",44.42123,-73.191737,564000,"3/21/16",NA,NA,NA,NA,0.26,NA
"zpid_75439607","138-Jersey-Way-Morrisville-VT-05661",44.555425,-72.606908,290000,"3/21/16",NA,NA,2.5,NA,0.46,NA
"zpid_92283413","3-Irene-Ave-Essex-Junction-VT-05452",44.515395,-73.046527,234000,"3/21/16",NA,NA,NA,NA,NA,NA
"zpid_92283215","1099-Pine-St-Burlington-VT-05401",44.448419,-73.214672,3e+05,"3/21/16",191,3,1.5,1563,0.32,1955
"zpid_117709065","15-Clifford-Dr-101-Milton-VT-05468",44.491874,-73.195963,286000,"3/21/16",NA,0,0,0,0.0300045913682277,0
"zpid_92261835","76-Seth-Cir-Williston-VT-05495",44.447874,-73.100445,194000,"3/21/16",NA,NA,NA,NA,NA,NA
"zpid_92280525","51-Braeloch-Rd-Colchester-VT-05446",44.592227,-73.210184,195000,"3/21/16",NA,NA,NA,NA,2.5,NA
"zpid_81615040","126-Hummingbird-Cir-Franklin-VT-05457",44.997374,-72.935157,315000,"3/21/16",171,3,3,1832,15,2003
"zpid_81612990","78-Berkshire-Est-Enosburg-Falls-VT-05450",44.941806,-72.814082,120000,"3/21/16",89,3,2,1344,10.1,2002
"zpid_75452681","2692-Bates-Hill-Rd-Derby-VT-05829",44.946275,-72.055119,115,"3/21/16",NA,NA,NA,NA,260,NA
"zpid_75435387","8-Andy-Ave-Swanton-VT-05488",44.916431,-73.106387,209000,"3/21/16",141,4,2,1472,0.8,2000
"zpid_2099134881","534-Bacon-Hollow-Rd-Sunderland-VT-05250",43.09084,-73.11336,279000,"3/20/16",126,3,2,2200,2,2007
"zpid_2099248242","53-Rochester-St-Hardwick-VT-05843",44.51158,-72.37383,115000,"3/20/16",55,5,3,NA,NA,NA
"zpid_2099264654","12-Finch-Road-Fairfax-VT-05454",44.67038,-72.97392,277000,"3/19/16",137,3,3,NA,NA,NA
"zpid_75453358","196-North-St-Middletown-Springs-VT-05757",43.500148,-73.119414,85000,"3/19/16",121,NA,2,701,5.2,1960
"zpid_75465164","12-Philbrook-St-Barre-VT-05641",44.189197,-72.479519,189000,"3/19/16",68,4,2,2744,0.32,1972
"zpid_81599797","335-Old-Coach-Rd-Lyndonville-VT-05851",44.588722,-72.023727,165000,"3/18/16",76,5,3,2153,15.4,1974
"zpid_115810325","121-Falls-Brook-Rd-Dummerston-VT-05301",42.955828,-72.609368,53500,"3/18/16",NA,NA,NA,NA,1,NA
"zpid_75481045","45-Pleasant-St-Ext-Ludlow-VT-05149",43.392705,-72.683444,150000,"3/18/16",107,3,1,1400,0.3,1952
"zpid_75460521","1402-E-Clarendon-Rd-North-Clarendon-VT-05759",43.545024,-72.939995,289900,"3/18/16",103,4,3,2800,4.2,1989
"zpid_75475423","249-Darby-Hill-Rd-Bellows-Falls-VT-05101",43.174251,-72.472667,159100,"3/18/16",103,3,2,1539,3.8,2000
"zpid_75485537","871-French-Meadow-Rd-Springfield-VT-05156",43.321918,-72.525941,215000,"3/18/16",159,3,2,1344,49.1,1986
"zpid_2099992346","3112-Rte-116-Starksboro-VT-05487",44.362411,-73.124763,215000,"3/18/16",172,3,1,1248,1,1981
"zpid_92022603","52-North-St-Rutland-VT-05701",43.617813,-72.978753,25000,"3/18/16",14,3,2,1774,738693160.052296,1878
"zpid_12655264","31-Southwind-Dr-Burlington-VT-05401",44.454547,-73.224273,322500,"3/18/16",187,2,3,1716,NA,1990
"zpid_92296800","47-Claire-Point-Rd-Burlington-VT-05408",44.525971,-73.269561,242500,"3/18/16",161,2,2,1498,NA,2002
"zpid_81614443","35-Shedd-Rd-Fairfax-VT-05454",44.685447,-73.035377,335500,"3/18/16",127,3,3,2637,10.8,1989
"zpid_35978139","334-Hildred-Dr-Burlington-VT-05401",44.486122,-73.195365,176000,"3/18/16",176,2,1,1000,NA,1992
"zpid_81602495","1354-Daniels-Farm-Rd-Waterford-VT-05819",44.390979,-71.967994,299000,"3/18/16",97,3,3,3076,7.7,2005
"zpid_62040445","47-Claire-Point-Rd-Burlington-VT-05408",44.526432,-73.27008,242500,"3/18/16",161,2,2,1498,NA,2002
"zpid_118893834","406-S-Bingham-St-Cornwall-VT-05753",43.937939,-73.2335,210000,"3/18/16",NA,NA,NA,NA,NA,NA
